"{""a_max"":0.8",acc_x_max:10,acc_y_max:10,control_mode:1,damping_ratio:1.414,deadzone_position:0.002,deadzone_velocity:0.0,drawing_force_threshold_high:-0.5,drawing_force_threshold_low:-1.5,driving_force:5,"ds_system_file:""../generated_ds/PShape_Final.onnx""",dz:0.0,eigen_0:150,eigen_1:300,experiment_timelimit:30,initial_cartesian_pose:[0.573126,-0.00323033,-0.819449,0,-0.00695561,-0.999966,-0.000922836,0,-0.819434,0.00622879,-0.57314,0,0.235074,-0.0658581,0.0674098,1],initial_joint_pose:[0.487182,0.395801,-0.603417,-2.5447,0.0725013,1.91511,0.538146],initial_x_ds:-0.75,initial_y_ds:-0.58,max_tank_level:100000,maximum_force:15,maximum_iteration_no:80,move_to_paper_start_time:5,"output_filename:""../result/Recording_""",randomize_initial_pose:false,randomize_radius:0.03,"robot_ip:""192.168.3.100""",rotational_stiffness:[80,80,80],system_scale:9.091,target_x_ds:0,target_y_ds:0,time_step:0.001,translational_stiffness:[0,0,500],use_gripper:false,v_max:0.15,v_x_max:1,v_y_max:1,velocity_scale:2,z_elevation:0.0}
9314696,0.489642,0.443899,-0.59266,-2.54285,0.078291,1.91137,0.524873,0.535718,-0.000515,-0.844385,0,0.006951,-0.999954,0.00502,0,-0.844365,-0.008559,-0.5357,0,0.224309,-0.066989,0.05875,1,-0.847864,-0.590277,0.007498,0.073127,-0.767952,0.939887,-1.020864,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314697,0.489667,0.443893,-0.5926,-2.542838,0.078363,1.911349,0.524871,0.53572,-0.000473,-0.844384,0,0.00696,-0.999954,0.004976,0,-0.844364,-0.008543,-0.535702,0,0.224317,-0.066951,0.058747,1,-0.847796,-0.589939,0.007484,0.07358,-0.757995,0.982619,-1.026549,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314698,0.489692,0.443888,-0.592531,-2.542835,0.078432,1.911325,0.524873,0.53571,-0.000426,-0.844391,0,0.006978,-0.999954,0.004931,0,-0.84437,-0.008534,-0.535693,0,0.224319,-0.066911,0.058744,1,-0.847774,-0.589576,0.007471,0.074051,-0.743091,1.031669,-1.038203,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314699,0.489717,0.443884,-0.592459,-2.542825,0.078504,1.911303,0.524878,0.535706,-0.000383,-0.844393,0,0.006993,-0.999954,0.00489,0,-0.844373,-0.008524,-0.535689,0,0.224325,-0.066871,0.05874,1,-0.847722,-0.589205,0.007456,0.07454,-0.722812,1.067416,-1.053884,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314700,0.489736,0.443878,-0.592397,-2.542814,0.078576,1.911278,0.524876,0.535703,-0.000341,-0.844395,0,0.006999,-0.999954,0.004844,0,-0.844374,-0.008505,-0.535687,0,0.224331,-0.066834,0.058737,1,-0.847667,-0.588869,0.007443,0.074986,-0.700314,1.085832,-1.069108,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314701,0.489754,0.443875,-0.592336,-2.542813,0.078655,1.911255,0.524877,0.535694,-0.000308,-0.844401,0,0.006992,-0.999954,0.0048,0,-0.84438,-0.008476,-0.535678,0,0.224331,-0.066796,0.058733,1,-0.847662,-0.58853,0.007431,0.075421,-0.67734,1.10161,-1.086879,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314702,0.489776,0.443877,-0.592269,-2.54281,0.078735,1.911232,0.524879,0.535681,-0.000273,-0.844409,0,0.006992,-0.999955,0.004759,0,-0.844388,-0.008453,-0.535665,0,0.224332,-0.066757,0.058728,1,-0.847659,-0.588174,0.007418,0.075876,-0.652979,1.129784,-1.107811,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314703,0.489796,0.443868,-0.592202,-2.542801,0.078816,1.91121,0.524883,0.535683,-0.000235,-0.844408,0,0.006991,-0.999955,0.004713,0,-0.844387,-0.008428,-0.535667,0,0.224338,-0.066717,0.058725,1,-0.847599,-0.587806,0.007404,0.076364,-0.630036,1.174481,-1.124965,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314704,0.489825,0.44386,-0.592131,-2.542792,0.078902,1.911187,0.52488,0.535683,-0.000184,-0.844408,0,0.007002,-0.999955,0.004659,0,-0.844387,-0.008408,-0.535668,0,0.224345,-0.066672,0.058721,1,-0.84754,-0.587402,0.007388,0.076898,-0.610644,1.228214,-1.14365,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314705,0.489845,0.443859,-0.592066,-2.542784,0.078985,1.911164,0.524882,0.535677,-0.000149,-0.844411,0,0.006999,-0.999955,0.004616,0,-0.84439,-0.008383,-0.535663,0,0.224349,-0.066633,0.058717,1,-0.847503,-0.587045,0.007375,0.077365,-0.595511,1.281595,-1.168839,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314706,0.489869,0.443855,-0.592,-2.54278,0.079073,1.911143,0.524888,0.535673,-0.000116,-0.844414,0,0.006992,-0.999955,0.004573,0,-0.844393,-0.008354,-0.535659,0,0.224352,-0.066591,0.058712,1,-0.847475,-0.586667,0.007361,0.077856,-0.587781,1.331349,-1.189409,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314707,0.489895,0.443842,-0.591929,-2.54278,0.079163,1.911121,0.524893,0.535672,-0.000076,-0.844415,0,0.006989,-0.999956,0.004524,0,-0.844394,-0.008325,-0.535658,0,0.224355,-0.066547,0.058708,1,-0.847449,-0.58626,0.007346,0.078383,-0.58466,1.374148,-1.203291,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314708,0.489917,0.443837,-0.591864,-2.542773,0.079252,1.911099,0.524889,0.535671,-0.000035,-0.844416,0,0.006984,-0.999956,0.004472,0,-0.844395,-0.008294,-0.535657,0,0.22436,-0.066505,0.058704,1,-0.847403,-0.585885,0.007333,0.078875,-0.579401,1.402277,-1.215664,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314709,0.489942,0.443838,-0.591791,-2.542768,0.079347,1.911074,0.524887,0.535661,0.000008,-0.844422,0,0.006983,-0.999956,0.00442,0,-0.844401,-0.008264,-0.535648,0,0.224362,-0.066461,0.058699,1,-0.847386,-0.585478,0.007318,0.0794,-0.572012,1.40582,-1.220975,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314710,0.489959,0.443822,-0.591726,-2.542759,0.079441,1.911052,0.524889,0.53567,0.000043,-0.844416,0,0.006965,-0.999957,0.004368,0,-0.844395,-0.008221,-0.535658,0,0.22437,-0.066418,0.058697,1,-0.847312,-0.585094,0.007304,0.079911,-0.564863,1.384834,-1.221445,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314711,0.489981,0.443818,-0.591653,-2.542753,0.07954,1.911029,0.524894,0.535668,0.000078,-0.844417,0,0.006953,-0.999957,0.004319,0,-0.844397,-0.008185,-0.535655,0,0.224374,-0.066374,0.058691,1,-0.847275,-0.584686,0.007289,0.080443,-0.557779,1.357845,-1.224637,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314712,0.490005,0.443812,-0.591581,-2.542742,0.079639,1.911006,0.524893,0.53567,0.000119,-0.844416,0,0.006946,-0.999957,0.004266,0,-0.844395,-0.00815,-0.535659,0,0.224381,-0.066328,0.058687,1,-0.84721,-0.584275,0.007273,0.080987,-0.551879,1.334784,-1.222114,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314713,0.490026,0.443807,-0.59151,-2.542738,0.079741,1.910981,0.524892,0.535666,0.000157,-0.844418,0,0.006932,-0.999957,0.004211,0,-0.844398,-0.008109,-0.535655,0,0.224384,-0.066283,0.058682,1,-0.847184,-0.583862,0.007259,0.08152,-0.550178,1.304851,-1.209303,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314714,0.490045,0.443794,-0.591443,-2.542731,0.07984,1.910955,0.524899,0.53567,0.000187,-0.844416,0,0.006909,-0.999958,0.004161,0,-0.844396,-0.008063,-0.535659,0,0.22439,-0.066239,0.058679,1,-0.847128,-0.583465,0.007245,0.082043,-0.551828,1.265719,-1.203369,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314715,0.490077,0.443782,-0.591373,-2.542724,0.079944,1.910931,0.524903,0.535675,0.000227,-0.844413,0,0.0069,-0.999958,0.004108,0,-0.844393,-0.008027,-0.535664,0,0.224397,-0.066191,0.058676,1,-0.847065,-0.583025,0.007229,0.082622,-0.553263,1.231637,-1.219595,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314716,0.490098,0.443783,-0.591296,-2.542715,0.080048,1.910903,0.524898,0.535667,0.00027,-0.844418,0,0.006889,-0.999958,0.004051,0,-0.844398,-0.007987,-0.535657,0,0.224401,-0.066145,0.05867,1,-0.847033,-0.582604,0.007214,0.083168,-0.55836,1.210261,-1.247889,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314717,0.490119,0.443774,-0.591218,-2.542706,0.080149,1.910874,0.524898,0.535664,0.000316,-0.84442,0,0.006883,-0.999959,0.003992,0,-0.8444,-0.007951,-0.535655,0,0.224406,-0.066097,0.058666,1,-0.846983,-0.582169,0.007198,0.083737,-0.575573,1.195706,-1.269653,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314718,0.490146,0.443765,-0.591146,-2.542707,0.08025,1.910847,0.524903,0.535656,0.000351,-0.844425,0,0.006868,-0.999959,0.003941,0,-0.844405,-0.007911,-0.535647,0,0.224407,-0.06605,0.058662,1,-0.846975,-0.581743,0.007184,0.084282,-0.603775,1.178253,-1.280561,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314719,0.490168,0.443762,-0.591065,-2.542698,0.080351,1.910819,0.524911,0.535651,0.00039,-0.844428,0,0.006861,-0.999959,0.003891,0,-0.844408,-0.007878,-0.535642,0,0.224412,-0.066002,0.058657,1,-0.846931,-0.581305,0.007169,0.084853,-0.634629,1.154942,-1.281106,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314720,0.490194,0.443755,-0.590991,-2.542694,0.080455,1.91079,0.524907,0.535644,0.000435,-0.844432,0,0.006851,-0.99996,0.003831,0,-0.844413,-0.007838,-0.535636,0,0.224414,-0.065954,0.058653,1,-0.846908,-0.58087,0.007154,0.085412,-0.664252,1.127845,-1.268574,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314721,0.490214,0.443744,-0.590904,-2.542685,0.080555,1.910758,0.524906,0.53564,0.000489,-0.844435,0,0.006851,-0.99996,0.003767,0,-0.844415,-0.007803,-0.535633,0,0.22442,-0.065903,0.058649,1,-0.846852,-0.580411,0.007139,0.086014,-0.691405,1.099546,-1.252439,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314722,0.490244,0.443737,-0.590826,-2.542676,0.080665,1.910726,0.524913,0.535635,0.000527,-0.844438,0,0.006839,-0.99996,0.003714,0,-0.844418,-0.007764,-0.535628,0,0.224425,-0.065853,0.058645,1,-0.846807,-0.579949,0.007123,0.086614,-0.71261,1.076817,-1.24762,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314723,0.490261,0.443733,-0.590745,-2.54267,0.080769,1.910689,0.524918,0.535622,0.000563,-0.844447,0,0.006821,-0.99996,0.00366,0,-0.844427,-0.00772,-0.535615,0,0.224427,-0.065804,0.058641,1,-0.846793,-0.579513,0.007109,0.087174,-0.724914,1.063291,-1.250318,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314724,0.490277,0.443725,-0.590665,-2.542661,0.080872,1.910654,0.52492,0.535613,0.000604,-0.844452,0,0.006806,-0.999961,0.003601,0,-0.844433,-0.007676,-0.535607,0,0.224431,-0.065756,0.058637,1,-0.846759,-0.579076,0.007094,0.087739,-0.72719,1.055529,-1.255295,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314725,0.490304,0.443719,-0.590574,-2.542664,0.080982,1.910613,0.524918,0.535589,0.00066,-0.844467,0,0.006803,-0.999961,0.003533,0,-0.844448,-0.007637,-0.535583,0,0.224428,-0.065702,0.058633,1,-0.846787,-0.578577,0.007079,0.088365,-0.718839,1.049409,-1.265164,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314726,0.490322,0.443712,-0.590487,-2.542652,0.081088,1.910576,0.524926,0.535581,0.000699,-0.844472,0,0.006788,-0.999961,0.003478,0,-0.844453,-0.007595,-0.535575,0,0.224433,-0.065651,0.058629,1,-0.846739,-0.578118,0.007064,0.088962,-0.703188,1.043789,-1.27288,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314727,0.490343,0.443701,-0.590401,-2.542648,0.081197,1.910532,0.524933,0.535565,0.00074,-0.844483,0,0.006771,-0.999962,0.003418,0,-0.844464,-0.007549,-0.535559,0,0.224434,-0.065599,0.058626,1,-0.846732,-0.57764,0.007049,0.089572,-0.686837,1.038806,-1.272652,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314728,0.490365,0.443692,-0.590314,-2.542645,0.081307,1.910488,0.524936,0.535546,0.000786,-0.844494,0,0.006757,-0.999962,0.003354,0,-0.844476,-0.007503,-0.535541,0,0.224434,-0.065545,0.058623,1,-0.846732,-0.577157,0.007034,0.090187,-0.67314,1.031577,-1.268016,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314729,0.490386,0.443685,-0.590227,-2.542637,0.081415,1.910445,0.524937,0.535529,0.000834,-0.844505,0,0.006747,-0.999962,0.003291,0,-0.844486,-0.007461,-0.535525,0,0.224436,-0.065493,0.05862,1,-0.846713,-0.576683,0.007019,0.090794,-0.663533,1.021751,-1.261337,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314730,0.490404,0.44368,-0.59014,-2.542632,0.081515,1.910397,0.524938,0.535505,0.00088,-0.84452,0,0.006737,-0.999962,0.003229,0,-0.844502,-0.007419,-0.535501,0,0.224435,-0.065443,0.058617,1,-0.846721,-0.576229,0.007005,0.091369,-0.656019,1.020711,-1.255835,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314731,0.490428,0.443672,-0.590051,-2.542621,0.081619,1.910353,0.524942,0.53549,0.000931,-0.84453,0,0.006735,-0.999963,0.003168,0,-0.844511,-0.007385,-0.535487,0,0.224439,-0.06539,0.058614,1,-0.846684,-0.575747,0.00699,0.09199,-0.647687,1.035735,-1.255765,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314732,0.490446,0.443664,-0.589967,-2.542618,0.081728,1.910307,0.524953,0.53547,0.000964,-0.844542,0,0.006711,-0.999963,0.003114,0,-0.844524,-0.007335,-0.535467,0,0.224438,-0.065339,0.058611,1,-0.84669,-0.575285,0.006977,0.092576,-0.636968,1.062843,-1.263237,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314733,0.490464,0.44366,-0.589875,-2.542611,0.081832,1.910263,0.524957,0.535448,0.001011,-0.844556,0,0.006703,-0.999963,0.003053,0,-0.844538,-0.007296,-0.535446,0,0.224438,-0.065287,0.058607,1,-0.846688,-0.574811,0.006963,0.093178,-0.622452,1.10305,-1.277352,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314734,0.490486,0.44365,-0.589786,-2.542607,0.08194,1.910213,0.524964,0.535425,0.001056,-0.844571,0,0.00669,-0.999964,0.002991,0,-0.844553,-0.007252,-0.535423,0,0.224438,-0.065234,0.058605,1,-0.846691,-0.574322,0.006948,0.093797,-0.608623,1.153089,-1.294982,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314735,0.49051,0.443643,-0.589702,-2.542598,0.082045,1.910162,0.524971,0.535403,0.001097,-0.844585,0,0.006677,-0.999964,0.002934,0,-0.844567,-0.00721,-0.535401,0,0.224439,-0.065182,0.058603,1,-0.846679,-0.573851,0.006934,0.094398,-0.60336,1.197638,-1.321512,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314736,0.49053,0.443634,-0.589613,-2.542585,0.082147,1.910111,0.524986,0.535384,0.001135,-0.844596,0,0.006665,-0.999964,0.002881,0,-0.844579,-0.007172,-0.535383,0,0.224443,-0.06513,0.058601,1,-0.846648,-0.573379,0.00692,0.095006,-0.61279,1.224157,-1.362765,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314737,0.490555,0.443626,-0.589532,-2.54258,0.082255,1.91006,0.524995,0.535361,0.001171,-0.844611,0,0.006645,-0.999964,0.002825,0,-0.844594,-0.007125,-0.53536,0,0.224442,-0.065078,0.058599,1,-0.846653,-0.57291,0.006907,0.095599,-0.634652,1.232755,-1.421358,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314738,0.490577,0.443614,-0.58944,-2.542563,0.082365,1.910014,0.525003,0.535354,0.001219,-0.844616,0,0.006636,-0.999965,0.002763,0,-0.844598,-0.007084,-0.535353,0,0.22445,-0.065023,0.058597,1,-0.846579,-0.572412,0.006891,0.09625,-0.661055,1.231838,-1.502836,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314739,0.490594,0.443606,-0.589348,-2.542558,0.082473,1.909966,0.52501,0.535332,0.001261,-0.844629,0,0.00662,-0.999965,0.002702,0,-0.844613,-0.007038,-0.535332,0,0.22445,-0.06497,0.058594,1,-0.84658,-0.571929,0.006877,0.096862,-0.686865,1.227991,-1.602763,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314740,0.490616,0.4436,-0.589258,-2.542545,0.08258,1.909918,0.525031,0.535314,0.001293,-0.844641,0,0.006604,-0.999965,0.002655,0,-0.844624,-0.006999,-0.535314,0,0.224454,-0.064917,0.058591,1,-0.846548,-0.571445,0.006863,0.097483,-0.705781,1.228268,-1.702024,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314741,0.490644,0.443591,-0.58917,-2.542539,0.082689,1.90987,0.525047,0.535294,0.001331,-0.844653,0,0.006591,-0.999965,0.002602,0,-0.844637,-0.00696,-0.535295,0,0.224455,-0.064862,0.058589,1,-0.846538,-0.570948,0.006849,0.098116,-0.713522,1.241181,-1.780568,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314742,0.490661,0.443586,-0.589079,-2.542529,0.082796,1.909821,0.525057,0.535272,0.00137,-0.844667,0,0.006575,-0.999966,0.002545,0,-0.844651,-0.006916,-0.535273,0,0.224456,-0.06481,0.058586,1,-0.846526,-0.570472,0.006836,0.098722,-0.714987,1.270021,-1.83504,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314743,0.490686,0.443574,-0.588987,-2.542521,0.082908,1.909773,0.525071,0.535256,0.001411,-0.844678,0,0.006561,-0.999966,0.002487,0,-0.844661,-0.006873,-0.535257,0,0.224459,-0.064754,0.058583,1,-0.846502,-0.569962,0.006821,0.099374,-0.714683,1.310858,-1.877522,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314744,0.490705,0.443572,-0.588891,-2.542511,0.083015,1.909724,0.525091,0.535232,0.001445,-0.844692,0,0.006547,-0.999966,0.002438,0,-0.844676,-0.006835,-0.535234,0,0.22446,-0.0647,0.058579,1,-0.84649,-0.569473,0.006808,0.099995,-0.71019,1.355948,-1.917344,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314745,0.490731,0.443563,-0.588797,-2.542506,0.083127,1.909675,0.525108,0.53521,0.001483,-0.844706,0,0.006532,-0.999966,0.002383,0,-0.844691,-0.006793,-0.535212,0,0.22446,-0.064644,0.058576,1,-0.846489,-0.568958,0.006794,0.100646,-0.699768,1.398823,-1.949708,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314746,0.490758,0.443554,-0.588701,-2.542491,0.083246,1.909623,0.525124,0.535194,0.001525,-0.844716,0,0.006518,-0.999966,0.002325,0,-0.844701,-0.00675,-0.535196,0,0.224466,-0.064585,0.058574,1,-0.846441,-0.568425,0.006778,0.101334,-0.685252,1.432023,-1.963799,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314747,0.490778,0.44355,-0.588605,-2.542484,0.083355,1.909572,0.525139,0.535168,0.001563,-0.844733,0,0.006503,-0.999967,0.00227,0,-0.844717,-0.006708,-0.535171,0,0.224465,-0.06453,0.05857,1,-0.846443,-0.567926,0.006765,0.101963,-0.670939,1.451545,-1.952398,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314748,0.490803,0.443532,-0.588513,-2.542469,0.083472,1.909519,0.525161,0.535159,0.001598,-0.844739,0,0.006481,-0.999967,0.002215,0,-0.844723,-0.00666,-0.535162,0,0.224473,-0.064472,0.05857,1,-0.846378,-0.5674,0.006749,0.102645,-0.655195,1.470168,-1.925175,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314749,0.490834,0.443525,-0.588417,-2.54246,0.083586,1.909469,0.52518,0.535138,0.001638,-0.844751,0,0.006471,-0.999967,0.002161,0,-0.844736,-0.006623,-0.535142,0,0.224475,-0.064414,0.058566,1,-0.846356,-0.566869,0.006735,0.103321,-0.634197,1.504501,-1.904018,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314750,0.490855,0.443521,-0.588316,-2.542444,0.083707,1.909416,0.525196,0.535118,0.001676,-0.844764,0,0.006453,-0.999967,0.002103,0,-0.84475,-0.006576,-0.535121,0,0.224479,-0.064355,0.058563,1,-0.846323,-0.566339,0.006721,0.103999,-0.612643,1.554542,-1.888596,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314751,0.490881,0.443512,-0.588217,-2.542437,0.083828,1.909363,0.52521,0.535096,0.00172,-0.844778,0,0.006436,-0.999968,0.002041,0,-0.844764,-0.006529,-0.5351,0,0.22448,-0.064295,0.05856,1,-0.84631,-0.565794,0.006707,0.104689,-0.596639,1.611614,-1.871383,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314752,0.490908,0.443504,-0.588124,-2.542422,0.08394,1.909307,0.525234,0.535075,0.001752,-0.844792,0,0.00642,-0.999968,0.001992,0,-0.844777,-0.006489,-0.535079,0,0.224484,-0.064239,0.058558,1,-0.846274,-0.565277,0.006692,0.105351,-0.590288,1.665845,-1.864029,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314753,0.490932,0.443493,-0.588023,-2.542419,0.084062,1.909252,0.525259,0.535048,0.001785,-0.844808,0,0.006394,-0.999968,0.001937,0,-0.844794,-0.006438,-0.535053,0,0.224482,-0.064178,0.058555,1,-0.846287,-0.564729,0.006679,0.106038,-0.594108,1.716017,-1.874851,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314754,0.490958,0.443484,-0.587929,-2.542398,0.084183,1.909199,0.525278,0.535039,0.001821,-0.844814,0,0.006375,-0.999968,0.001882,0,-0.8448,-0.006392,-0.535044,0,0.224491,-0.06412,0.058553,1,-0.846206,-0.5642,0.006664,0.106726,-0.601916,1.764557,-1.896064,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314755,0.490986,0.443476,-0.587826,-2.542384,0.084305,1.909149,0.525295,0.535022,0.001865,-0.844825,0,0.006363,-0.999968,0.001822,0,-0.844811,-0.006351,-0.535027,0,0.224496,-0.064059,0.058549,1,-0.846165,-0.563643,0.006648,0.107438,-0.611098,1.798704,-1.923209,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314756,0.49101,0.443464,-0.587727,-2.542374,0.084431,1.909097,0.525318,0.535005,0.001899,-0.844835,0,0.006336,-0.999969,0.001765,0,-0.844822,-0.006298,-0.535011,0,0.224499,-0.063998,0.058546,1,-0.846135,-0.563093,0.006635,0.108139,-0.617873,1.81119,-1.962135,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314757,0.491036,0.443459,-0.58762,-2.542364,0.084549,1.909043,0.525343,0.53498,0.001936,-0.844851,0,0.006323,-0.999969,0.001713,0,-0.844838,-0.006258,-0.534986,0,0.224501,-0.063937,0.058542,1,-0.846122,-0.562538,0.006621,0.10884,-0.611554,1.810479,-2.008478,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314758,0.491067,0.443452,-0.587522,-2.542348,0.084675,1.908992,0.525368,0.534966,0.001969,-0.84486,0,0.006303,-0.999969,0.001661,0,-0.844847,-0.006214,-0.534972,0,0.224507,-0.063876,0.058539,1,-0.846065,-0.561984,0.006606,0.109551,-0.590945,1.802066,-2.044253,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314759,0.491094,0.44345,-0.587419,-2.542335,0.084801,1.908938,0.525387,0.534942,0.002007,-0.844875,0,0.006285,-0.999969,0.001604,0,-0.844862,-0.006168,-0.534948,0,0.224509,-0.063815,0.058535,1,-0.846046,-0.561425,0.006592,0.110258,-0.569172,1.789254,-2.059819,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314760,0.49113,0.443434,-0.587318,-2.542322,0.084929,1.908883,0.525398,0.534929,0.002062,-0.844883,0,0.006277,-0.999969,0.001534,0,-0.84487,-0.006124,-0.534936,0,0.224516,-0.06375,0.058533,1,-0.845986,-0.560838,0.006576,0.111011,-0.554056,1.771454,-2.065398,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314761,0.49116,0.443429,-0.587212,-2.542306,0.085057,1.908832,0.52543,0.534912,0.002092,-0.844894,0,0.006257,-0.99997,0.001486,0,-0.844882,-0.006081,-0.534919,0,0.224521,-0.063687,0.058529,1,-0.845941,-0.560264,0.006561,0.111744,-0.543285,1.742143,-2.073484,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314762,0.491181,0.443425,-0.587105,-2.542292,0.08518,1.908777,0.52545,0.53489,0.00213,-0.844908,0,0.006238,-0.99997,0.001428,0,-0.844896,-0.006034,-0.534897,0,0.224524,-0.063626,0.058525,1,-0.845912,-0.559712,0.006548,0.112444,-0.537377,1.705957,-2.079602,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314763,0.491212,0.443416,-0.587006,-2.542278,0.08531,1.908722,0.52547,0.534873,0.002168,-0.844918,0,0.006217,-0.99997,0.00137,0,-0.844906,-0.005985,-0.534881,0,0.224529,-0.063564,0.058522,1,-0.845867,-0.559142,0.006533,0.11317,-0.537776,1.680936,-2.073279,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314764,0.491245,0.443406,-0.586906,-2.542266,0.085443,1.90867,0.525487,0.534857,0.00221,-0.844928,0,0.006197,-0.99997,0.001307,0,-0.844917,-0.005935,-0.534865,0,0.224533,-0.0635,0.058518,1,-0.84583,-0.558562,0.006519,0.113906,-0.544101,1.679038,-2.059912,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9314765,0.491273,0.443397,-0.586798,-2.542251,0.085576,1.908618,0.525507,0.534842,0.002253,-0.844937,0,0.006177,-0.999971,0.001244,0,-0.844926,-0.005885,-0.534851,0,0.224539,-0.063435,0.058515,1,-0.845778,-0.557974,0.006504,0.114657,-0.557553,1.693128,-2.056488,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
